;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s)
1.;1941049261;27.02.2018;MOTOROLA MOBILITY VENTURES;EDGYBEES LTD;IL;7371 / 7372
2.;1909626582;06.09.2017;MOTOROLA MOBILITY VENTURES;ORION LABS INC.;US;7374
3.;1909604400;11.07.2017;MOTOROLA MOBILITY VENTURES;NOK NOK LABS INC.;US;7372 / 7374
4.;1909571943;25.04.2017;MOTOROLA MOBILITY VENTURES;RAPIDSOS INC.;US;7372
5.;1909574905;19.04.2017;MOTOROLA MOBILITY VENTURES;SCENEDOC INC.;CA;7374
6.;1909485025;14.09.2016;MOTOROLA MOBILITY VENTURES;AGENT VIDEO INTELLIGENCE LTD;IL;7371 / 7374
7.;1909476433;18.08.2016;MOTOROLA MOBILITY VENTURES;DEVMYND SOFTWARE INC.;US;7371 / 7372 / 8742
8.;1909394153;21.01.2016;MOTOROLA MOBILITY VENTURES;NUBO SOFTWARE LTD;IL;7372
9.;1909323191;18.12.2015;MOTOROLA MOBILITY VENTURES;BLUELINE GRID INC.;US;7372
10.;1909319095;10.12.2015;MOTOROLA MOBILITY VENTURES;BOUNDLESS SPATIAL INC.;US;7371 / 7372
11.;1909307376;11.11.2015;MOTOROLA MOBILITY VENTURES;EYEFLUENCE INC.;US;3575
12.;1909296610;13.10.2015;MOTOROLA MOBILITY VENTURES;CYPHY WORKS INC.;US;3721 / 8731
13.;1909276240;19.08.2015;MOTOROLA MOBILITY VENTURES;SPEAKTOIT INC.;US;7371 / 7372 / 7374
14.;1909211046;16.03.2015;MOTOROLA MOBILITY VENTURES;CYPHY WORKS INC.;US;3721 / 8731
15.;1909191229;22.01.2015;MOTOROLA MOBILITY VENTURES;SCENEDOC INC.;CA;7374
16.;1909185131;07.01.2015;MOTOROLA MOBILITY VENTURES;VOCALZOOM SYSTEMS LTD;IL;3651
17.;1909121423;18.07.2014;MOTOROLA MOBILITY VENTURES;SPEAKTOIT INC.;US;7371 / 7372 / 7374
18.;1909100890;28.04.2014;MOTOROLA MOBILITY VENTURES;BIZ2MOBILE LTD;GB;7374
19.;1909097782;28.04.2014;MOTOROLA MOBILITY VENTURES;PROFITECT LLC;US;7371
20.;1909096389;23.04.2014;MOTOROLA MOBILITY VENTURES;RECON INSTRUMENTS INC.;CA;3575
21.;1909072016;13.02.2014;MOTOROLA MOBILITY VENTURES;REVIONICS INC.;US;7372 / 7374
22.;1909035095;25.10.2013;MOTOROLA MOBILITY VENTURES;BYTELIGHT INC.;US;7372 / 7374
23.;1909034633;25.10.2013;MOTOROLA MOBILITY VENTURES;BYTELIGHT INC.;US;7372 / 7374
24.;1909003950;25.07.2013;MOTOROLA MOBILITY VENTURES;VIDSYS INC.;US;7371 / 7372
25.;1601455250;13.03.2013;MOTOROLA MOBILITY VENTURES;BRIEFCAM LTD;IL;7371 / 7372
26.;1601452342;05.03.2013;MOTOROLA MOBILITY VENTURES;RETAILIGENCE CORPORATION;US;7374
27.;1601419721;12.11.2012;MOTOROLA MOBILITY VENTURES;TRX SYSTEMS INC.;US;7371 / 7372
28.;1601408309;01.10.2012;MOTOROLA MOBILITY VENTURES;SHOTSPOTTER INC.;US;7371 / 7372
29.;1601401975;11.09.2012;MOTOROLA MOBILITY VENTURES;AGENT VIDEO INTELLIGENCE LTD;IL;7371 / 7374
30.;1601394207;09.08.2012;MOTOROLA MOBILITY VENTURES;FIXMO INC.;CA;7371 / 7374
31.;1601381885;25.06.2012;MOTOROLA MOBILITY VENTURES;IQ ENGINES INC.;US;7371 / 7374
32.;1601367356;03.05.2012;MOTOROLA MOBILITY VENTURES;VISAGE MOBILE INC.;US;7371 / 7372 / 7374
33.;1601361749;16.04.2012;MOTOROLA MOBILITY VENTURES;ZEPHYR TECHNOLOGY CORPORATION;US;3575 / 3669
34.;1601347681;29.02.2012;MOTOROLA MOBILITY VENTURES;MEDIAMORPH INC.;US;7371 / 7372 / 7374
35.;1601336699;24.01.2012;MOTOROLA MOBILITY VENTURES;ONAVO MOBILE LTD;IL;7371
36.;1601334503;18.01.2012;MOTOROLA MOBILITY VENTURES;RETAILIGENCE CORPORATION;US;7374
37.;1601331388;09.01.2012;MOTOROLA MOBILITY VENTURES;MICROPOWER TECHNOLOGIES INC.;US;3663
38.;1601322233;05.12.2011;MOTOROLA MOBILITY VENTURES;MFOUNDRY INC.;US;7371 / 7374
39.;1601303266;26.09.2011;MOTOROLA MOBILITY VENTURES;ZENVERGE INC.;US;3674 / 7371 / 7372
40.;1601300654;15.09.2011;MOTOROLA MOBILITY VENTURES;VIDSYS INC.;US;7371 / 7372
41.;1601299633;13.09.2011;MOTOROLA MOBILITY VENTURES;OOYALA INC.;US;7372 / 7374
42.;1601303046;25.07.2011;MOTOROLA MOBILITY VENTURES;CANVAS SOLUTIONS INC.;US;7372 / 7374
43.;1601288048;21.07.2011;MOTOROLA MOBILITY VENTURES;NEARBUY SYSTEMS INC.;US;7371 / 7374
44.;1601281313;27.06.2011;MOTOROLA MOBILITY VENTURES;VIVOTECH INC.;US;3575 / 7371 / 7374
45.;1601178318;17.05.2011;MOTOROLA MOBILITY VENTURES;BLACKARROW INC.;US;7371 / 7372
46.;1601265239;20.04.2011;MOTOROLA MOBILITY VENTURES;SCANBUY INC.;US;7371 / 7372
47.;1601252265;03.03.2011;MOTOROLA MOBILITY VENTURES;FLIPTRACK INC.;US;7371 / 7372
48.;1601269218;24.02.2011;MOTOROLA MOBILITY VENTURES;CATCH MEDIA INC.;US;7371 / 7372
49.;1601481169;01.12.2010;MOTOROLA MOBILITY VENTURES;WATCHWITH INC.;US;7374
50.;1601225015;27.10.2010;MOTOROLA MOBILITY VENTURES;CLEVERSAFE INC.;US;7374
51.;1601197073;16.06.2010;MOTOROLA MOBILITY VENTURES;KXEN INC.;US;7371
52.;1601185608;05.05.2010;MOTOROLA MOBILITY VENTURES;INVIDI TECHNOLOGIES CORPORATION;US;7371 / 7372
53.;1601179858;22.04.2010;MOTOROLA MOBILITY VENTURES;ZENVERGE INC.;US;3674 / 7371 / 7372
54.;1601167319;10.03.2010;MOTOROLA MOBILITY VENTURES;APPRION INC.;US;7371 / 7372
55.;1601158070;16.02.2010;MOTOROLA MOBILITY VENTURES;TUNEWIKI LTD;VG;7371 / 7999 / 8999
56.;1601159077;10.02.2010;MOTOROLA MOBILITY VENTURES;ZENVERGE INC.;US;3674 / 7371 / 7372
57.;1601156493;02.02.2010;MOTOROLA MOBILITY VENTURES;SCANBUY INC.;US;7371 / 7372
58.;1601150237;13.01.2010;MOTOROLA MOBILITY VENTURES;VIRTUALLOGIX INC.;US;7371 / 7372
59.;1601140676;03.12.2009;MOTOROLA MOBILITY VENTURES;SENSITIVE OBJECT SA;FR;3812 / 3822 / 3823 / 3824 / 3825 / 3826 / 3829 / 3844 / 3845 / 8731
60.;1601135919;19.11.2009;MOTOROLA MOBILITY VENTURES;SEQUANS COMMUNICATIONS SA;FR;3674
