;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
54.;1909284300;10.09.2015;SALESFORCE VENTURES;VIZZUALITY INC.;US;7374;Minority stake unknown %
55.;1941024310;11.01.2018;SALESFORCE VENTURES;UNBABEL UNIPESSOAL LDA;PT;7374;Minority stake unknown %
56.;1909560325;16.01.2018;SALESFORCE VENTURES;BRINGG DELIVERY TECHNOLOGIES LTD;IL;7374;Minority stake unknown %
57.;1941049371;07.03.2018;SALESFORCE VENTURES;RIZIO INC.;US;7372;Minority stake unknown %
58.;1909230431;07.05.2015;SALESFORCE VENTURES;POPLICUS INC.;US;7374;Minority stake
59.;1909627410;07.09.2017;SALESFORCE VENTURES;NSONE INC.;US;7372 / 7374;Minority stake unknown %
60.;1909542962;14.02.2017;SALESFORCE VENTURES;SAMANAGE LTD;US;7372 / 7374;Minority stake unknown %
61.;1909528967;05.01.2017;SALESFORCE VENTURES;CLOUDCRAZE SOFTWARE LLC;US;8731 / 8732 / 8733;Minority stake unknown %
62.;1909519172;12.12.2016;SALESFORCE VENTURES;PENDO.IO INC.;US;7372 / 7374;Minority stake unknown %
63.;1909591084;12.06.2017;SALESFORCE VENTURES;CROWDFLOWER INC.;US;7374;Minority stake unknown %
64.;1909176644;09.12.2014;SALESFORCE VENTURES;THOUSANDEYES INC.;US;7372 / 7374;Minority stake unknown %
65.;1941156347;15.11.2018;SALESFORCE VENTURES;PROPELPLM INC.;US;7374;Minority stake unknown %
66.;1909253301;30.06.2015;SALESFORCE VENTURES;CLASSY INC.;US;7374;Minority stake unknown %
67.;1909196591;05.02.2015;SALESFORCE VENTURES;STEELBRICK INC.;US;7372 / 7374;Minority stake unknown %
68.;1909460708;12.07.2016;SALESFORCE VENTURES;REDKIX INC.;US;7371 / 7374;Minority stake unknown %
69.;1907136280;12.01.2016;SALESFORCE VENTURES;SANSAN INC.;JP;7371 / 7372 / 7374;Minority stake unknown %
70.;1909606266;18.07.2017;SALESFORCE VENTURES;PRIVITAR LTD;GB;7372;Minority stake unknown %
71.;1941067034;12.04.2018;SALESFORCE VENTURES;OWNBACKUP LTD;IL;7374;Minority stake unknown %
72.;1909187788;14.01.2015;SALESFORCE VENTURES;BUILD SCALE INC.;CA;7374;Minority stake unknown %
73.;1909581853;18.05.2017;SALESFORCE VENTURES;MONETOLOGY LLC;US;7372 / 7374;Minority stake unknown %
74.;1909428829;20.04.2016;SALESFORCE VENTURES;BUGCROWD INC.;US;7372 / 7374;Minority stake unknown %
75.;1941114086;26.07.2018;SALESFORCE VENTURES;RAISE LABS INC.;US;7374;Minority stake unknown %
76.;1909592805;15.06.2017;SALESFORCE VENTURES;HIGHSPOT INC.;US;7374;Minority stake unknown %
77.;1941017564;19.12.2017;SALESFORCE VENTURES;DIGITALGENIUS LTD;US;7372 / 7374;Minority stake unknown %
78.;1941016276;19.12.2017;SALESFORCE VENTURES;DIGITAL GENIUS LTD;GB;7374;Minority stake unknown %
79.;1909149035;24.09.2014;SALESFORCE VENTURES;BIONYM INC.;CA;3575;Minority stake unknown %
80.;1909310393;18.11.2015;SALESFORCE VENTURES;APX LABS LLC;US;7371 / 7372;Minority stake unknown %
81.;1909282038;03.09.2015;SALESFORCE VENTURES;WRAP MEDIA LLC;US;7372 / 7374;Minority stake unknown %
82.;1909592978;15.06.2017;SALESFORCE VENTURES;DISPATCH TECHNOLOGIES INC.;US;7372 / 7374;Minority stake unknown %
83.;1909588697;06.06.2017;SALESFORCE VENTURES;AUTOPILOTHQ INC.;US;7374;Minority stake unknown %
84.;1907176206;30.09.2016;SALESFORCE VENTURES;TORETA INC.;JP;7374;Minority stake unknown %
85.;1909548102;24.02.2017;SALESFORCE VENTURES;LAYER INC.;US;7374;Minority stake unknown %
86.;1941018641;13.12.2017;SALESFORCE VENTURES;FOLLOWANALYTICS INC.;US;7374;Minority stake unknown %
87.;1909301784;28.10.2015;SALESFORCE VENTURES;PENDO.IO INC.;US;7372 / 7374;Minority stake unknown %
88.;1909647383;02.10.2017;SALESFORCE VENTURES;ANGAZA DESIGN INC.;US;7374;Minority stake unknown %
89.;1909232140;12.05.2015;SALESFORCE VENTURES;DAILY INCHES INC.;US;7374;Minority stake unknown %
90.;1941111809;23.07.2018;SALESFORCE VENTURES;MADAKET INC.;US;7372 / 7374;Minority stake unknown %
91.;1909606639;18.07.2017;SALESFORCE VENTURES;WORKATO INC.;US;7374;Minority stake unknown %
92.;1909602606;07.07.2017;SALESFORCE VENTURES;NEKTOON AG;CH;7372 / 7374;Minority stake unknown %
93.;1909297365;15.10.2015;SALESFORCE VENTURES;FOLLOWANALYTICS INC.;US;7374;Minority stake unknown %
94.;1941028129;23.01.2018;SALESFORCE VENTURES;ZYLO INC.;US;7372 / 7374;Minority stake unknown %
95.;1941011710;01.12.2017;SALESFORCE VENTURES;OUTBOX SYSTEMS LLC;US;7372 / 7374;Minority stake unknown %
96.;1941017503;20.12.2017;SALESFORCE VENTURES;SPLICE MACHINE INC.;US;7371 / 7372;Minority stake unknown %
97.;1943048100;01.08.2018;SALESFORCE VENTURES;UHURU CORPORATION;JP;7373 / 7374;Minority stake unknown %
98.;1907206083;21.03.2017;SALESFORCE VENTURES;MONEYTREE KK;JP;7311 / 7371 / 7372 / 8742;Minority stake unknown %
99.;1941134709;20.09.2018;SALESFORCE VENTURES;COPADO SOLUTIONS SL;ES;7374;Minority stake unknown %
100.;1941089921;14.05.2018;SALESFORCE VENTURES;KAKEHASHI KK;JP;7371;Minority stake unknown %
101.;1909461763;14.07.2016;SALESFORCE VENTURES;AMPLERO INC.;US;7374;Minority stake unknown %
102.;1909590149;06.06.2017;SALESFORCE VENTURES;VIRIDIS LEARNING INC.;US;7372 / 7374;Minority stake unknown %
103.;1909605027;13.07.2017;SALESFORCE VENTURES;OWNBACKUP LTD;IL;7374;Minority stake unknown %
104.;1909323279;21.12.2015;SALESFORCE VENTURES;MAPANYTHING INC.;US;7372 / 7374;Minority stake unknown %
105.;1909490890;30.09.2016;SALESFORCE VENTURES;OUTBOX SYSTEMS LLC;US;7372 / 7374;Minority stake unknown %
106.;1909266539;30.07.2015;SALESFORCE VENTURES;AUTOPILOTHQ INC.;US;7374;Minority stake unknown %
107.;1941142184;24.09.2018;SALESFORCE VENTURES;GOSPEL TECHNOLOGY LTD;GB;7372;Minority stake unknown %
108.;1909490674;29.09.2016;SALESFORCE VENTURES;SIMPPLR INC.;US;7372 / 7374;Minority stake unknown %
109.;1909315800;02.12.2015;SALESFORCE VENTURES;BRIGHTFUNNEL INC.;US;7372 / 7374;Minority stake unknown %
110.;1909295097;07.10.2015;SALESFORCE VENTURES;TALKDESK INC.;US;7374;Minority stake unknown %
111.;1909459592;07.07.2016;SALESFORCE VENTURES;COOLADATA LTD;IL;7374;Minority stake unknown %
112.;1909331100;12.01.2016;SALESFORCE VENTURES;FINANCEAPP AG;CH;7372 / 7374;Minority stake unknown %
113.;1909549751;27.02.2017;SALESFORCE VENTURES;WORKFIT CORPORATION;US;7372;Minority stake unknown %
114.;1909500648;24.10.2016;SALESFORCE VENTURES;OPENDATASOFT SAS;FR;7372 / 7374;Minority stake unknown %
115.;1909395261;05.10.2012;SALESFORCE VENTURES;JITTERBIT INC.;US;7372 / 7374;Minority stake unknown %
116.;1941041664;12.02.2018;SALESFORCE VENTURES;CRYSTAL PROJECT INC.;US;7374;Minority stake unknown %
117.;1909503600;01.11.2016;SALESFORCE VENTURES;AIRPR INC.;US;7374;Minority stake unknown %
118.;1909280729;31.08.2015;SALESFORCE VENTURES;UNIVERSAL AVENUE AB;SE;7372;Minority stake unknown %
119.;1909322340;17.12.2015;SALESFORCE VENTURES;FULL CIRCLE INSIGHTS INC.;US;7374;Minority stake unknown %
120.;1909592498;14.06.2017;SALESFORCE VENTURES;ZENIQ INC.;US;7374;Minority stake unknown %
121.;1909413990;10.03.2016;SALESFORCE VENTURES;PROPELPLM INC.;US;7374;Minority stake unknown %
122.;1909427549;14.04.2016;SALESFORCE VENTURES;DIGITAL GENIUS LTD;GB;7374;Minority stake unknown %
123.;1909186610;09.01.2015;SALESFORCE VENTURES;2LEMETRY LLC;US;7374;Minority stake unknown %
124.;1909322350;12.11.2014;SALESFORCE VENTURES;FULL CIRCLE INSIGHTS INC.;US;7374;Minority stake unknown %
125.;1909166821;12.11.2014;SALESFORCE VENTURES;FULL CIRCLE CRM INC.;US;7374;Minority stake unknown %
126.;1943021227;06.03.2018;SALESFORCE VENTURES;OCT INC.;JP;7374;Minority stake unknown %
127.;1909326712;04.01.2016;SALESFORCE VENTURES;FLUIDO OY;FI;7373 / 8742;Minority stake unknown %
128.;1907244697;29.09.2017;SALESFORCE VENTURES;TOBE MARKETING INC.;JP;7372 / 7374 / 8742;Minority stake unknown %
129.;1907145650;19.02.2016;SALESFORCE VENTURES;GOODPATCH INC.;JP;7371 / 7374;Minority stake unknown %
130.;1941055369;20.03.2018;SALESFORCE VENTURES;CALIBERMIND;US;7372 / 7374;Minority stake unknown %
131.;1909169190;18.11.2014;SALESFORCE VENTURES;DISPATCH INC.;US;7374;Minority stake unknown %
132.;1907216040;23.08.2017;SALESFORCE VENTURES;STUDIST CORPORATION;JP;7372 / 7374;Minority stake unknown %
133.;1943034285;15.05.2018;SALESFORCE VENTURES;UPWARD INC.;JP;7374;Minority stake unknown %
134.;1907114923;01.09.2015;SALESFORCE VENTURES;FASTMEDIA INC.;JP;7371 / 7372 / 7374;Minority stake unknown %
135.;1909149332;24.09.2014;SALESFORCE VENTURES;MATCHBOOK LABS INC.;US;7372 / 7374;Minority stake unknown %
136.;1909286123;10.02.2016;SALESFORCE VENTURES;CRUNCHBASE INC.;US;7372 / 7374;Minority stake unknown %
137.;1909190461;20.01.2015;SALESFORCE VENTURES;ALCHEMIST ACCELERATOR LLC;US;6799 / 8742;Minority stake unknown %
138.;1909285927;11.09.2015;SALESFORCE VENTURES;TECTONIC LLC;US;7374;Minority stake unknown %
139.;1939000559;14.06.2016;SALESFORCE VENTURES;TOBE MARKETING INC.;JP;7372 / 7374 / 8742;Minority stake unknown %
140.;1909579921;08.05.2017;SALESFORCE VENTURES;CLAIRE;US;7374;Minority stake unknown %
141.;1909137993;30.07.2015;SALESFORCE VENTURES;CYCLEIO INC.;US;7374;Minority stake unknown %
142.;1909274083;17.08.2015;SALESFORCE VENTURES;ONEMOB INC.;US;7374;Minority stake unknown %
143.;1907125138;26.10.2015;SALESFORCE VENTURES;BIZGROUND INC.;JP;7374;Minority stake unknown %
144.;1909555688;31.10.2013;SALESFORCE VENTURES;DO.COM INC.;US;7372 / 7374;Minority stake unknown %
145.;1907187854;13.12.2016;SALESFORCE VENTURES;UNIFIED SERVICE CORPORATION;JP;7374;Minority stake unknown %
146.;1907190272;10.06.2016;SALESFORCE VENTURES;PHONE APPLI INC.;JP;1731 / 7372 / 7374;Minority stake unknown %
147.;1907222821;13.06.2017;SALESFORCE VENTURES;KITALIVE INC.;JP;7373 / 7374;Minority stake unknown %
148.;1907244877;28.09.2017;SALESFORCE VENTURES;UHURU CORPORATION;JP;7373 / 7374;Minority stake unknown %
149.;1907248974;30.10.2017;SALESFORCE VENTURES;TRANSCOSMOS ONLINE COMMUNICATIONS KK;JP;7374;Minority stake unknown %
150.;1909227257;28.04.2015;SALESFORCE VENTURES;SMARTRECRUITERS INC.;US;7372 / 7374;Minority stake unknown %
151.;1909247455;16.06.2015;SALESFORCE VENTURES;LEADSIFT INC.;CA;7374;Minority stake unknown %
152.;1909394490;02.02.2015;SALESFORCE VENTURES;DIGITAL EVOLUTION GROUP LLC;US;8742;Minority stake unknown %
153.;1909410479;02.03.2016;SALESFORCE VENTURES;AUGMENT SAS;FR;7371 / 7372;Minority stake unknown %
154.;1909416828;17.03.2016;SALESFORCE VENTURES;KENANDY INC.;US;7372 / 7374;Minority stake unknown %
155.;1909447365;06.06.2016;SALESFORCE VENTURES;EMPAUA GMBH;DE;8748;Minority stake unknown %
156.;1909474187;12.08.2016;SALESFORCE VENTURES;ONFIDO LTD;GB;7372 / 7374;Minority stake unknown %
157.;1909484813;14.09.2016;SALESFORCE VENTURES;RESILINC CORPORATION;US;7372 / 7374;Minority stake unknown %
158.;1909554950;04.09.2014;SALESFORCE VENTURES;SKUID INC.;US;7374;Minority stake unknown %
159.;1909562336;29.03.2017;SALESFORCE VENTURES;CHUTE CORPORATION;US;7374;Minority stake unknown %
160.;1909589734;08.06.2017;SALESFORCE VENTURES;APPEXTREMES LLC;US;7372 / 7374;Minority stake unknown %
161.;1909633105;07.01.2016;SALESFORCE VENTURES;PIERRY INC.;US;7372 / 7374;Minority stake unknown %
162.;1909635443;25.08.2017;SALESFORCE VENTURES;UHURU CORPORATION;JP;7373 / 7374;Minority stake unknown %
163.;1941093037;04.01.2018;SALESFORCE VENTURES;RUNA HR LLC;US;7372 / 7374;Minority stake unknown %
164.;1941093120;07.06.2018;SALESFORCE VENTURES;VIRSYS12 LLC;US;7372 / 7374;Minority stake unknown %
165.;1941123646;27.03.2017;SALESFORCE VENTURES;CLOUDPRACTICE PTY LTD;AU;7374;Minority stake unknown %
166.;1943018460;19.02.2018;SALESFORCE VENTURES;CHATBOOK INC.;JP;7374 / 8742;Minority stake unknown %
167.;1943019340;14.02.2018;SALESFORCE VENTURES;TAMBOURINE INC.;JP;7371 / 7372 / 7373;Minority stake unknown %
168.;1943032401;07.05.2018;SALESFORCE VENTURES;FLECT CO., LTD;JP;7374;Minority stake unknown %
169.;1943047077;23.07.2018;SALESFORCE VENTURES;SUNBRIDGE CORPORATION;JP;6799 / 7371 / 7372 / 7374;Minority stake unknown %
170.;1943062402;11.10.2018;SALESFORCE VENTURES;CREATORS MATCH CO., LTD;JP;7311 / 7371 / 7372 / 7374;Minority stake unknown %
